crop,crop_cycle_id,dataset,environment,measurement_method,plot_id,quality,source,source_type,timestamp,unit,value,variable,variety
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-16T09:00:00+00:00,g/m2,415.662,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-16T09:00:00+00:00,g/m2,415.835,biomass,
pepper,pepper_40811_2026,biomass,OUTDOOR,synthetic_model,plot_40811,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-23T09:00:00+00:00,g/m2,443.376,biomass,Lamuyo
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-23T09:00:00+00:00,g/m2,372.459,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-23T09:00:00+00:00,g/m2,374.283,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-23T09:00:00+00:00,g/m2,429.656,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-23T09:00:00+00:00,g/m2,427.256,biomass,
pepper,pepper_40811_2026,biomass,OUTDOOR,synthetic_model,plot_40811,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-30T09:00:00+00:00,g/m2,458.563,biomass,Lamuyo
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-30T09:00:00+00:00,g/m2,388.087,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-30T09:00:00+00:00,g/m2,386.246,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-30T09:00:00+00:00,g/m2,441.758,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-30T09:00:00+00:00,g/m2,439.249,biomass,
pepper,pepper_40811_2026,biomass,OUTDOOR,synthetic_model,plot_40811,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-06T09:00:00+00:00,g/m2,476.487,biomass,Lamuyo
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-06T09:00:00+00:00,g/m2,399.999,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-06T09:00:00+00:00,g/m2,403.505,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-06T09:00:00+00:00,g/m2,452.301,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-06T09:00:00+00:00,g/m2,455.505,biomass,
pepper,pepper_40811_2026,biomass,OUTDOOR,synthetic_model,plot_40811,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-13T09:00:00+00:00,g/m2,492.436,biomass,Lamuyo
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-13T09:00:00+00:00,g/m2,415.489,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-13T09:00:00+00:00,g/m2,413.519,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-13T09:00:00+00:00,g/m2,467.568,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-13T09:00:00+00:00,g/m2,468.809,biomass,
pepper,pepper_40811_2026,biomass,OUTDOOR,synthetic_model,plot_40811,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-20T09:00:00+00:00,g/m2,504.875,biomass,Lamuyo
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-20T09:00:00+00:00,g/m2,430.711,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-20T09:00:00+00:00,g/m2,427.204,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-20T09:00:00+00:00,g/m2,480.933,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-20T09:00:00+00:00,g/m2,478.644,biomass,
pepper,pepper_40811_2026,biomass,OUTDOOR,synthetic_model,plot_40811,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-27T09:00:00+00:00,g/m2,522.003,biomass,Lamuyo
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-27T09:00:00+00:00,g/m2,442.278,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-27T09:00:00+00:00,g/m2,442.621,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-27T09:00:00+00:00,g/m2,490.867,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-27T09:00:00+00:00,g/m2,490.571,biomass,
pepper,pepper_40811_2026,biomass,OUTDOOR,synthetic_model,plot_40811,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-03T09:00:00+00:00,g/m2,536.8,biomass,Lamuyo
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-03T09:00:00+00:00,g/m2,456.155,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-03T09:00:00+00:00,g/m2,456.431,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-03T09:00:00+00:00,g/m2,505.782,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-03T09:00:00+00:00,g/m2,504.978,biomass,
pepper,pepper_40811_2026,biomass,OUTDOOR,synthetic_model,plot_40811,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-10T09:00:00+00:00,g/m2,550.504,biomass,Lamuyo
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-10T09:00:00+00:00,g/m2,469.937,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-10T09:00:00+00:00,g/m2,470.322,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-10T09:00:00+00:00,g/m2,515.263,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-10T09:00:00+00:00,g/m2,518.178,biomass,
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-17T09:00:00+00:00,g/m2,482.214,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-17T09:00:00+00:00,g/m2,480.472,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-17T09:00:00+00:00,g/m2,530.393,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-17T09:00:00+00:00,g/m2,529.946,biomass,
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-24T09:00:00+00:00,g/m2,492.73,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-24T09:00:00+00:00,g/m2,492.887,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-24T09:00:00+00:00,g/m2,538.825,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-24T09:00:00+00:00,g/m2,539.362,biomass,
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-01T09:00:00+00:00,g/m2,508.189,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-01T09:00:00+00:00,g/m2,508.105,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-01T09:00:00+00:00,g/m2,551.9,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-01T09:00:00+00:00,g/m2,549.812,biomass,
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-08T09:00:00+00:00,g/m2,517.912,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-08T09:00:00+00:00,g/m2,520.212,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-08T09:00:00+00:00,g/m2,548.507,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-08T09:00:00+00:00,g/m2,548.222,biomass,
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-15T09:00:00+00:00,g/m2,531.501,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-15T09:00:00+00:00,g/m2,531.32,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-15T09:00:00+00:00,g/m2,551.128,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-15T09:00:00+00:00,g/m2,548.063,biomass,
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-22T09:00:00+00:00,g/m2,542.388,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-22T09:00:00+00:00,g/m2,543.57,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-22T09:00:00+00:00,g/m2,550.552,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-22T09:00:00+00:00,g/m2,550.315,biomass,
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-29T09:00:00+00:00,g/m2,551.637,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-29T09:00:00+00:00,g/m2,548.797,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-29T09:00:00+00:00,g/m2,548.922,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-29T09:00:00+00:00,g/m2,551.475,biomass,
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-05T09:00:00+00:00,g/m2,551.084,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-05T09:00:00+00:00,g/m2,549.532,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-05T09:00:00+00:00,g/m2,548.99,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-05T09:00:00+00:00,g/m2,549.455,biomass,
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-12T09:00:00+00:00,g/m2,549.479,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-12T09:00:00+00:00,g/m2,551.307,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-12T09:00:00+00:00,g/m2,549.119,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-12T09:00:00+00:00,g/m2,549.727,biomass,
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-19T09:00:00+00:00,g/m2,550.129,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-19T09:00:00+00:00,g/m2,551.688,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-19T09:00:00+00:00,g/m2,551.472,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-19T09:00:00+00:00,g/m2,548.866,biomass,
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-26T09:00:00+00:00,g/m2,550.597,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-26T09:00:00+00:00,g/m2,549.416,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-26T09:00:00+00:00,g/m2,548.804,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-26T09:00:00+00:00,g/m2,548.034,biomass,
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-03T09:00:00+00:00,g/m2,551.078,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-03T09:00:00+00:00,g/m2,548.709,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-03T09:00:00+00:00,g/m2,548.957,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-03T09:00:00+00:00,g/m2,549.867,biomass,
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-10T09:00:00+00:00,g/m2,548.399,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-10T09:00:00+00:00,g/m2,549.413,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-10T09:00:00+00:00,g/m2,551.869,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-10T09:00:00+00:00,g/m2,551.584,biomass,
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-17T09:00:00+00:00,g/m2,550.233,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-17T09:00:00+00:00,g/m2,550.848,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-17T09:00:00+00:00,g/m2,548.925,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-17T09:00:00+00:00,g/m2,551.024,biomass,
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-24T09:00:00+00:00,g/m2,550.684,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-24T09:00:00+00:00,g/m2,550.617,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-24T09:00:00+00:00,g/m2,551.105,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-24T09:00:00+00:00,g/m2,550.617,biomass,
grape,grape_30412_2026,biomass,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-31T09:00:00+00:00,g/m2,550.386,biomass,Monastrell
plum,plum_14705_2026,biomass,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-31T09:00:00+00:00,g/m2,548.447,biomass,Suplum 26
peach,peach_plot_61200_2026,biomass,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-31T09:00:00+00:00,g/m2,548.496,biomass,
apple,apple_plot_72300_2026,biomass,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-31T09:00:00+00:00,g/m2,549.035,biomass,
