crop,crop_cycle_id,dataset,environment,measurement_method,observation_type,plot_id,quality,resolution,source,source_type,timestamp,unit,value,variable,variety
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-07-23T09:00:00+00:00,date,2026-07-23,maturity,
pepper,pepper_40811_2026,phenology,OUTDOOR,synthetic_model,event,plot_40811,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-07-30T09:00:00+00:00,date,2026-07-30,maturity,Lamuyo
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-07-30T09:00:00+00:00,date,2026-07-30,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-07-30T09:00:00+00:00,date,2026-07-30,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-07-30T09:00:00+00:00,date,2026-07-30,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-07-30T09:00:00+00:00,date,2026-07-30,maturity,
pepper,pepper_40811_2026,phenology,OUTDOOR,synthetic_model,event,plot_40811,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-06T09:00:00+00:00,date,2026-08-06,maturity,Lamuyo
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-06T09:00:00+00:00,date,2026-08-06,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-06T09:00:00+00:00,date,2026-08-06,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-06T09:00:00+00:00,date,2026-08-06,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-06T09:00:00+00:00,date,2026-08-06,maturity,
pepper,pepper_40811_2026,phenology,OUTDOOR,synthetic_model,event,plot_40811,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-13T09:00:00+00:00,date,2026-08-13,maturity,Lamuyo
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-13T09:00:00+00:00,date,2026-08-13,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-13T09:00:00+00:00,date,2026-08-13,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-13T09:00:00+00:00,date,2026-08-13,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-13T09:00:00+00:00,date,2026-08-13,maturity,
pepper,pepper_40811_2026,phenology,OUTDOOR,synthetic_model,event,plot_40811,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-20T09:00:00+00:00,date,2026-08-20,maturity,Lamuyo
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-20T09:00:00+00:00,date,2026-08-20,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-20T09:00:00+00:00,date,2026-08-20,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-20T09:00:00+00:00,date,2026-08-20,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-20T09:00:00+00:00,date,2026-08-20,maturity,
pepper,pepper_40811_2026,phenology,OUTDOOR,synthetic_model,event,plot_40811,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-27T09:00:00+00:00,date,2026-08-27,maturity,Lamuyo
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-27T09:00:00+00:00,date,2026-08-27,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-27T09:00:00+00:00,date,2026-08-27,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-27T09:00:00+00:00,date,2026-08-27,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-08-27T09:00:00+00:00,date,2026-08-27,maturity,
pepper,pepper_40811_2026,phenology,OUTDOOR,synthetic_model,event,plot_40811,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-09-03T09:00:00+00:00,date,2026-09-03,maturity,Lamuyo
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-09-03T09:00:00+00:00,date,2026-09-03,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-09-03T09:00:00+00:00,date,2026-09-03,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-09-03T09:00:00+00:00,date,2026-09-03,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-09-03T09:00:00+00:00,date,2026-09-03,maturity,
pepper,pepper_40811_2026,phenology,OUTDOOR,synthetic_model,event,plot_40811,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-09-10T09:00:00+00:00,date,2026-09-10,maturity,Lamuyo
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-09-10T09:00:00+00:00,date,2026-09-10,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-09-10T09:00:00+00:00,date,2026-09-10,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-09-10T09:00:00+00:00,date,2026-09-10,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-09-10T09:00:00+00:00,date,2026-09-10,maturity,
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-09-17T09:00:00+00:00,date,2026-09-17,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-09-17T09:00:00+00:00,date,2026-09-17,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-09-17T09:00:00+00:00,date,2026-09-17,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-09-17T09:00:00+00:00,date,2026-09-17,maturity,
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-09-24T09:00:00+00:00,date,2026-09-24,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-09-24T09:00:00+00:00,date,2026-09-24,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-09-24T09:00:00+00:00,date,2026-09-24,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-09-24T09:00:00+00:00,date,2026-09-24,maturity,
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-01T09:00:00+00:00,date,2026-10-01,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-01T09:00:00+00:00,date,2026-10-01,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-01T09:00:00+00:00,date,2026-10-01,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-01T09:00:00+00:00,date,2026-10-01,maturity,
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-08T09:00:00+00:00,date,2026-10-08,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-08T09:00:00+00:00,date,2026-10-08,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-08T09:00:00+00:00,date,2026-10-08,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-08T09:00:00+00:00,date,2026-10-08,maturity,
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-15T09:00:00+00:00,date,2026-10-15,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-15T09:00:00+00:00,date,2026-10-15,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-15T09:00:00+00:00,date,2026-10-15,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-15T09:00:00+00:00,date,2026-10-15,maturity,
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-22T09:00:00+00:00,date,2026-10-22,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-22T09:00:00+00:00,date,2026-10-22,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-22T09:00:00+00:00,date,2026-10-22,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-22T09:00:00+00:00,date,2026-10-22,maturity,
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-29T09:00:00+00:00,date,2026-10-29,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-29T09:00:00+00:00,date,2026-10-29,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-29T09:00:00+00:00,date,2026-10-29,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-10-29T09:00:00+00:00,date,2026-10-29,maturity,
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-11-05T09:00:00+00:00,date,2026-11-05,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-11-05T09:00:00+00:00,date,2026-11-05,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-11-05T09:00:00+00:00,date,2026-11-05,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-11-05T09:00:00+00:00,date,2026-11-05,maturity,
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-11-12T09:00:00+00:00,date,2026-11-12,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-11-12T09:00:00+00:00,date,2026-11-12,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-11-12T09:00:00+00:00,date,2026-11-12,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-11-12T09:00:00+00:00,date,2026-11-12,maturity,
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-11-19T09:00:00+00:00,date,2026-11-19,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-11-19T09:00:00+00:00,date,2026-11-19,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-11-19T09:00:00+00:00,date,2026-11-19,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-11-19T09:00:00+00:00,date,2026-11-19,maturity,
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-11-26T09:00:00+00:00,date,2026-11-26,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-11-26T09:00:00+00:00,date,2026-11-26,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-11-26T09:00:00+00:00,date,2026-11-26,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-11-26T09:00:00+00:00,date,2026-11-26,maturity,
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-03T09:00:00+00:00,date,2026-12-03,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-03T09:00:00+00:00,date,2026-12-03,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-03T09:00:00+00:00,date,2026-12-03,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-03T09:00:00+00:00,date,2026-12-03,maturity,
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-10T09:00:00+00:00,date,2026-12-10,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-10T09:00:00+00:00,date,2026-12-10,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-10T09:00:00+00:00,date,2026-12-10,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-10T09:00:00+00:00,date,2026-12-10,maturity,
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-17T09:00:00+00:00,date,2026-12-17,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-17T09:00:00+00:00,date,2026-12-17,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-17T09:00:00+00:00,date,2026-12-17,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-17T09:00:00+00:00,date,2026-12-17,maturity,
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-24T09:00:00+00:00,date,2026-12-24,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-24T09:00:00+00:00,date,2026-12-24,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-24T09:00:00+00:00,date,2026-12-24,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-24T09:00:00+00:00,date,2026-12-24,maturity,
grape,grape_30412_2026,phenology,OUTDOOR,synthetic_model,event,plot_30412,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-31T09:00:00+00:00,date,2026-12-31,maturity,Monastrell
plum,plum_14705_2026,phenology,OUTDOOR,synthetic_model,event,plot_14705,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-31T09:00:00+00:00,date,2026-12-31,maturity,Suplum 26
peach,peach_plot_61200_2026,phenology,OUTDOOR,synthetic_model,event,plot_61200,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-31T09:00:00+00:00,date,2026-12-31,maturity,
apple,apple_plot_72300_2026,phenology,OUTDOOR,synthetic_model,event,plot_72300,VALID,event,SYNTHETIC_TEST,synthetic_test_data,2026-12-31T09:00:00+00:00,date,2026-12-31,maturity,
