crop,crop_cycle_id,dataset,environment,measurement_method,plot_id,quality,source,source_type,timestamp,unit,value,variable,variety
pepper,pepper_40811_2026,lai,OUTDOOR,synthetic_model,plot_40811,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-23T09:00:00+00:00,m2/m2,2.447,lai,Lamuyo
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-23T09:00:00+00:00,m2/m2,3.153,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-23T09:00:00+00:00,m2/m2,3.153,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-23T09:00:00+00:00,m2/m2,2.649,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-23T09:00:00+00:00,m2/m2,2.649,lai,
pepper,pepper_40811_2026,lai,OUTDOOR,synthetic_model,plot_40811,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-30T09:00:00+00:00,m2/m2,2.195,lai,Lamuyo
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-30T09:00:00+00:00,m2/m2,3.056,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-30T09:00:00+00:00,m2/m2,3.056,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-30T09:00:00+00:00,m2/m2,2.469,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-07-30T09:00:00+00:00,m2/m2,2.469,lai,
pepper,pepper_40811_2026,lai,OUTDOOR,synthetic_model,plot_40811,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-06T09:00:00+00:00,m2/m2,1.918,lai,Lamuyo
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-06T09:00:00+00:00,m2/m2,2.936,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-06T09:00:00+00:00,m2/m2,2.936,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-06T09:00:00+00:00,m2/m2,2.271,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-06T09:00:00+00:00,m2/m2,2.271,lai,
pepper,pepper_40811_2026,lai,OUTDOOR,synthetic_model,plot_40811,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-13T09:00:00+00:00,m2/m2,1.62,lai,Lamuyo
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-13T09:00:00+00:00,m2/m2,2.794,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-13T09:00:00+00:00,m2/m2,2.794,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-13T09:00:00+00:00,m2/m2,2.057,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-13T09:00:00+00:00,m2/m2,2.057,lai,
pepper,pepper_40811_2026,lai,OUTDOOR,synthetic_model,plot_40811,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-20T09:00:00+00:00,m2/m2,1.306,lai,Lamuyo
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-20T09:00:00+00:00,m2/m2,2.631,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-20T09:00:00+00:00,m2/m2,2.631,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-20T09:00:00+00:00,m2/m2,1.828,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-20T09:00:00+00:00,m2/m2,1.828,lai,
pepper,pepper_40811_2026,lai,OUTDOOR,synthetic_model,plot_40811,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-27T09:00:00+00:00,m2/m2,0.978,lai,Lamuyo
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-27T09:00:00+00:00,m2/m2,2.449,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-27T09:00:00+00:00,m2/m2,2.449,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-27T09:00:00+00:00,m2/m2,1.587,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-08-27T09:00:00+00:00,m2/m2,1.587,lai,
pepper,pepper_40811_2026,lai,OUTDOOR,synthetic_model,plot_40811,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-03T09:00:00+00:00,m2/m2,0.641,lai,Lamuyo
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-03T09:00:00+00:00,m2/m2,2.248,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-03T09:00:00+00:00,m2/m2,2.248,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-03T09:00:00+00:00,m2/m2,1.334,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-03T09:00:00+00:00,m2/m2,1.334,lai,
pepper,pepper_40811_2026,lai,OUTDOOR,synthetic_model,plot_40811,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-10T09:00:00+00:00,m2/m2,0.3,lai,Lamuyo
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-10T09:00:00+00:00,m2/m2,2.031,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-10T09:00:00+00:00,m2/m2,2.031,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-10T09:00:00+00:00,m2/m2,1.073,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-10T09:00:00+00:00,m2/m2,1.073,lai,
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-17T09:00:00+00:00,m2/m2,1.8,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-17T09:00:00+00:00,m2/m2,1.8,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-17T09:00:00+00:00,m2/m2,0.806,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-17T09:00:00+00:00,m2/m2,0.806,lai,
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-24T09:00:00+00:00,m2/m2,1.556,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-24T09:00:00+00:00,m2/m2,1.556,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-24T09:00:00+00:00,m2/m2,0.534,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-09-24T09:00:00+00:00,m2/m2,0.534,lai,
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-01T09:00:00+00:00,m2/m2,1.301,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-01T09:00:00+00:00,m2/m2,1.301,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-01T09:00:00+00:00,m2/m2,0.3,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-01T09:00:00+00:00,m2/m2,0.3,lai,
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-08T09:00:00+00:00,m2/m2,1.038,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-08T09:00:00+00:00,m2/m2,1.038,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-08T09:00:00+00:00,m2/m2,0.3,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-08T09:00:00+00:00,m2/m2,0.3,lai,
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-15T09:00:00+00:00,m2/m2,0.769,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-15T09:00:00+00:00,m2/m2,0.769,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-15T09:00:00+00:00,m2/m2,0.3,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-15T09:00:00+00:00,m2/m2,0.3,lai,
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-22T09:00:00+00:00,m2/m2,0.496,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-22T09:00:00+00:00,m2/m2,0.496,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-22T09:00:00+00:00,m2/m2,0.3,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-22T09:00:00+00:00,m2/m2,0.3,lai,
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-29T09:00:00+00:00,m2/m2,0.3,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-29T09:00:00+00:00,m2/m2,0.3,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-29T09:00:00+00:00,m2/m2,0.3,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-10-29T09:00:00+00:00,m2/m2,0.3,lai,
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-05T09:00:00+00:00,m2/m2,0.3,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-05T09:00:00+00:00,m2/m2,0.3,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-05T09:00:00+00:00,m2/m2,0.3,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-05T09:00:00+00:00,m2/m2,0.3,lai,
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-12T09:00:00+00:00,m2/m2,0.3,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-12T09:00:00+00:00,m2/m2,0.3,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-12T09:00:00+00:00,m2/m2,0.3,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-12T09:00:00+00:00,m2/m2,0.3,lai,
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-19T09:00:00+00:00,m2/m2,0.3,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-19T09:00:00+00:00,m2/m2,0.3,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-19T09:00:00+00:00,m2/m2,0.3,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-19T09:00:00+00:00,m2/m2,0.3,lai,
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-26T09:00:00+00:00,m2/m2,0.3,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-26T09:00:00+00:00,m2/m2,0.3,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-26T09:00:00+00:00,m2/m2,0.3,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-11-26T09:00:00+00:00,m2/m2,0.3,lai,
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-03T09:00:00+00:00,m2/m2,0.3,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-03T09:00:00+00:00,m2/m2,0.3,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-03T09:00:00+00:00,m2/m2,0.3,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-03T09:00:00+00:00,m2/m2,0.3,lai,
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-10T09:00:00+00:00,m2/m2,0.3,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-10T09:00:00+00:00,m2/m2,0.3,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-10T09:00:00+00:00,m2/m2,0.3,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-10T09:00:00+00:00,m2/m2,0.3,lai,
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-17T09:00:00+00:00,m2/m2,0.3,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-17T09:00:00+00:00,m2/m2,0.3,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-17T09:00:00+00:00,m2/m2,0.3,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-17T09:00:00+00:00,m2/m2,0.3,lai,
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-24T09:00:00+00:00,m2/m2,0.3,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-24T09:00:00+00:00,m2/m2,0.3,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-24T09:00:00+00:00,m2/m2,0.3,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-24T09:00:00+00:00,m2/m2,0.3,lai,
grape,grape_30412_2026,lai,OUTDOOR,synthetic_model,plot_30412,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-31T09:00:00+00:00,m2/m2,0.3,lai,Monastrell
plum,plum_14705_2026,lai,OUTDOOR,synthetic_model,plot_14705,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-31T09:00:00+00:00,m2/m2,0.3,lai,Suplum 26
peach,peach_plot_61200_2026,lai,OUTDOOR,synthetic_model,plot_61200,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-31T09:00:00+00:00,m2/m2,0.3,lai,
apple,apple_plot_72300_2026,lai,OUTDOOR,synthetic_model,plot_72300,VALID,SYNTHETIC_TEST,synthetic_test_data,2026-12-31T09:00:00+00:00,m2/m2,0.3,lai,
